Date,Tariff action,Chinese tariffs on ROW exports,Chinese tariffs on US exports,US tariffs on Chinese exports,US tariffs on ROW exports,Country,Links,Long_Beach_TEU,CALos_Angeles_TEU,CANY&NJ_TEU,ISM Manufacturing PMI
2024-11-13 00:00:00,,6.5,21.1,19.8,3,,,884156,884315,720149,48.4
2024-11-14 00:00:00,,6.5,21.1,19.8,3,,,884156,884315,720149,48.4
2024-11-15 00:00:00,,6.5,21.1,19.8,3,,,884156,884315,720149,48.4
2024-11-16 00:00:00,,6.5,21.1,19.8,3,,,884156,884315,720149,48.4
2024-11-17 00:00:00,,6.5,21.1,19.8,3,,,884156,884315,720149,48.4
2024-11-18 00:00:00,,6.5,21.1,19.8,3,,,884156,884315,720149,48.4
2024-11-19 00:00:00,,6.5,21.1,19.8,3,,,884156,884315,720149,48.4
2024-11-20 00:00:00,,6.5,21.1,19.8,3,,,884156,884315,720149,48.4
2024-11-21 00:00:00,,6.5,21.1,19.8,3,,,884156,884315,720149,48.4
2024-11-22 00:00:00,,6.5,21.1,19.8,3,,,884156,884315,720149,48.4
2024-11-23 00:00:00,,6.5,21.1,19.8,3,,,884156,884315,720149,48.4
2024-11-24 00:00:00,,6.5,21.1,19.8,3,,,884156,884315,720149,48.4
2024-11-25 00:00:00,,6.5,21.1,19.8,3,,,884156,884315,720149,48.4
2024-11-26 00:00:00,,6.5,21.1,19.8,3,,,884156,884315,720149,48.4
2024-11-27 00:00:00,,6.5,21.1,19.8,3,,,884156,884315,720149,48.4
2024-11-28 00:00:00,,6.5,21.1,19.8,3,,,884156,884315,720149,48.4
2024-11-29 00:00:00,,6.5,21.1,19.8,3,,,884156,884315,720149,48.4
2024-11-30 00:00:00,,6.5,21.1,19.8,3,,,884156,884315,720149,48.4
2024-12-01 00:00:00,,6.5,21.1,19.8,3,,,861006,921617,688358,49.2
2024-12-02 00:00:00,,6.5,21.1,19.8,3,,,861006,921617,688358,49.2
2024-12-03 00:00:00,,6.5,21.1,19.8,3,,,861006,921617,688358,49.2
2024-12-04 00:00:00,,6.5,21.1,19.8,3,,,861006,921617,688358,49.2
2024-12-05 00:00:00,,6.5,21.1,19.8,3,,,861006,921617,688358,49.2
2024-12-06 00:00:00,,6.5,21.1,19.8,3,,,861006,921617,688358,49.2
2024-12-07 00:00:00,,6.5,21.1,19.8,3,,,861006,921617,688358,49.2
2024-12-08 00:00:00,,6.5,21.1,19.8,3,,,861006,921617,688358,49.2
2024-12-09 00:00:00,,6.5,21.1,19.8,3,,,861006,921617,688358,49.2
2024-12-10 00:00:00,,6.5,21.1,19.8,3,,,861006,921617,688358,49.2
2024-12-11 00:00:00,,6.5,21.1,19.8,3,,,861006,921617,688358,49.2
2024-12-12 00:00:00,,6.5,21.1,19.8,3,,,861006,921617,688358,49.2
2024-12-13 00:00:00,,6.5,21.1,19.8,3,,,861006,921617,688358,49.2
2024-12-14 00:00:00,,6.5,21.1,19.8,3,,,861006,921617,688358,49.2
2024-12-15 00:00:00,,6.5,21.1,19.8,3,,,861006,921617,688358,49.2
2024-12-16 00:00:00,,6.5,21.1,19.8,3,,,861006,921617,688358,49.2
2024-12-17 00:00:00,,6.5,21.1,19.8,3,,,861006,921617,688358,49.2
2024-12-18 00:00:00,,6.5,21.1,19.8,3,,,861006,921617,688358,49.2
2024-12-19 00:00:00,,6.5,21.1,19.8,3,,,861006,921617,688358,49.2
2024-12-20 00:00:00,,6.5,21.1,19.8,3,,,861006,921617,688358,49.2
2024-12-21 00:00:00,,6.5,21.1,19.8,3,,,861006,921617,688358,49.2
2024-12-22 00:00:00,,6.5,21.1,19.8,3,,,861006,921617,688358,49.2
2024-12-23 00:00:00,,6.5,21.1,19.8,3,,,861006,921617,688358,49.2
2024-12-24 00:00:00,,6.5,21.1,19.8,3,,,861006,921617,688358,49.2
2024-12-25 00:00:00,,6.5,21.1,19.8,3,,,861006,921617,688358,49.2
2024-12-26 00:00:00,,6.5,21.1,19.8,3,,,861006,921617,688358,49.2
2024-12-27 00:00:00,,6.5,21.1,19.8,3,,,861006,921617,688358,49.2
2024-12-28 00:00:00,,6.5,21.1,19.8,3,,,861006,921617,688358,49.2
2024-12-29 00:00:00,,6.5,21.1,19.8,3,,,861006,921617,688358,49.2
2024-12-30 00:00:00,,6.5,21.1,19.8,3,,,861006,921617,688358,49.2
2024-12-31 00:00:00,,6.5,21.1,19.8,3,,,861006,921617,688358,49.2
2025-01-01 00:00:00,"China adjusts MFN tariff rates for 2025; US Section 301 tariffs imposed adjusted on selected Chinese products, including tungsten, wafers, and polysilicon",6.5,21.2,20.7,3,,,952734,924245,720283,50.9
2025-01-02 00:00:00,,6.5,21.2,20.7,3,,,952734,924245,720283,50.9
2025-01-03 00:00:00,,6.5,21.2,20.7,3,,,952734,924245,720283,50.9
2025-01-04 00:00:00,,6.5,21.2,20.7,3,,,952734,924245,720283,50.9
2025-01-05 00:00:00,,6.5,21.2,20.7,3,,,952734,924245,720283,50.9
2025-01-06 00:00:00,,6.5,21.2,20.7,3,,,952734,924245,720283,50.9
2025-01-07 00:00:00,,6.5,21.2,20.7,3,,,952734,924245,720283,50.9
2025-01-08 00:00:00,,6.5,21.2,20.7,3,,,952734,924245,720283,50.9
2025-01-09 00:00:00,,6.5,21.2,20.7,3,,,952734,924245,720283,50.9
2025-01-10 00:00:00,,6.5,21.2,20.7,3,,,952734,924245,720283,50.9
2025-01-11 00:00:00,,6.5,21.2,20.7,3,,,952734,924245,720283,50.9
2025-01-12 00:00:00,,6.5,21.2,20.7,3,,,952734,924245,720283,50.9
2025-01-13 00:00:00,,6.5,21.2,20.7,3,,,952734,924245,720283,50.9
2025-01-14 00:00:00,,6.5,21.2,20.7,3,,,952734,924245,720283,50.9
2025-01-15 00:00:00,,6.5,21.2,20.7,3,,,952734,924245,720283,50.9
2025-01-16 00:00:00,,6.5,21.2,20.7,3,,,952734,924245,720283,50.9
2025-01-17 00:00:00,,6.5,21.2,20.7,3,,,952734,924245,720283,50.9
2025-01-18 00:00:00,,6.5,21.2,20.7,3,,,952734,924245,720283,50.9
2025-01-19 00:00:00,,6.5,21.2,20.7,3,,,952734,924245,720283,50.9
2025-01-20 00:00:00,"America First Trade Policy Memorandum: The White House releases a memorandum outlining trade priorities for the administration, directing departments and agencies to complete studies by April 1, 2025.",6.5,21.2,20.7,3,,[America First Trade Policy](https://www.whitehouse.gov/presidential-actions/2025/01/america-first-trade-policy/),952734,924245,720283,50.9
2025-01-21 00:00:00,,6.5,21.2,20.7,3,,,952734,924245,720283,50.9
2025-01-22 00:00:00,,6.5,21.2,20.7,3,,,952734,924245,720283,50.9
2025-01-23 00:00:00,,6.5,21.2,20.7,3,,,952734,924245,720283,50.9
2025-01-24 00:00:00,,6.5,21.2,20.7,3,,,952734,924245,720283,50.9
2025-01-25 00:00:00,,6.5,21.2,20.7,3,,,952734,924245,720283,50.9
2025-01-26 00:00:00,,6.5,21.2,20.7,3,,,952734,924245,720283,50.9
2025-01-27 00:00:00,,6.5,21.2,20.7,3,,,952734,924245,720283,50.9
2025-01-28 00:00:00,,6.5,21.2,20.7,3,,,952734,924245,720283,50.9
2025-01-29 00:00:00,,6.5,21.2,20.7,3,,,952734,924245,720283,50.9
2025-01-30 00:00:00,,6.5,21.2,20.7,3,,,952734,924245,720283,50.9
2025-01-31 00:00:00,,6.5,21.2,20.7,3,,,952734,924245,720283,50.9
2025-02-01 00:00:00,"Canada announces retaliation: Canada announces two rounds of tariffs, including those imposed immediately following the US tariffs, targeting US exports including orange juice, peanut butter, wine, spirits, beer, coffee, appliances, apparel, footwear, motorcycles, cosmetics, and pulp and paper.
Tariffs on Canada, Mexico, and China: Trump issues executive orders and a fact sheet announcing tariffs on Canada, Mexico, and China coming February 4. The orders would also end duty-free de minimis treatment of low-value packages from these countries. Hear more on what happened on Trade Talks.",6.5,21.2,20.7,3,"Canada
Canada",,765385,801398,698748,50.3
2025-02-02 00:00:00,,6.5,21.2,20.7,3,,,765385,801398,698748,50.3
2025-02-03 00:00:00,"Tariffs on Canada on hold: Canada’s Trudeau posts on X that the tariffs are on hold for 30 days, as Canada implements its plan to secure the northern border to address fentanyl trafficking. The White House confirms in an executive order.
Tariffs on Mexico on hold: Mexico’s Sheinbaum posts on X that US tariffs are on hold for one month after Mexico agrees to send more National Guard members to the southwest border and the US agrees to work on reducing weapons shipments to Mexico. The White House confirms in an executive order.",6.5,21.2,20.7,3,"Canada
Mexico","[X Post](https://x.com/JustinTrudeau/status/1886529228193022429)
[Progress on the Situation at Our Northern Border](https://www.whitehouse.gov/presidential-actions/2025/02/progress-on-the-situation-at-our-northern-border/)
[X Post](https://x.com/Claudiashein/status/1886434747238514776)
[Progress on the Situation At Our Southern Border](https://www.whitehouse.gov/presidential-actions/2025/02/progress-on-the-situation-at-our-southern-border/)",765385,801398,698748,50.3
2025-02-04 00:00:00,"China retaliates: China announces tariffs, export controls, and unreliable entity designations, and threatens new antitrust investigations into Google in response to US tariffs imposed on February 4. Chinese tariffs take effect on February 10.
Tariffs on China go into effect, end of duty-free packages from China: The US imposes 10 percent tariffs on imports from China announced February 1. The US also ends de minimis treatment of low-value packages from China receiving zero tariffs. See also: Federal Register notice 1 and .notice 2. Hear more on de minimis on Trade Talks",6.5,21.2,30.7,3,"China
China","[国务院关税税则委员会关于对原产于美国的 部分进口商品加征关税的公告](https://www.mof.gov.cn/zhengwuxinxi/caizhengxinwen/202502/t20250204_3955222.htm)
[Imposing Duties to Address the Synthetic Opioid Supply Chain in the People’s Republic of China](https://www.whitehouse.gov/presidential-actions/2025/02/imposing-duties-to-address-the-synthetic-opioid-supply-chain-in-the-peoples-republic-of-china/)
[Implementation of Additional Duties on Products of the People's Republic of China Pursuant to the President's February 1, 2025 Executive Order Imposing Duties To Address the Synthetic Opioid Supply Chain in the People's Republic of China](https://www.federalregister.gov/documents/2025/02/05/2025-02293/implementation-of-additional-duties-on-products-of-the-peoples-republic-of-china-pursuant-to-the)
[Imposing Duties To Address the Synthetic Opioid Supply Chain in the People's Republic of China](https://www.federalregister.gov/documents/2025/02/07/2025-02408/imposing-duties-to-address-the-synthetic-opioid-supply-chain-in-the-peoples-republic-of-china/)
[What if Trump halts duty-free packages from China? (Episode 203)](https://tradetalkspodcast.com/podcast/203-what-if-trump-halts-duty-free-packages-from-china/)",765385,801398,698748,50.3
2025-02-05 00:00:00,Duty-free packages from China restored: The US amends the February 1 executive order to temporarily restore duty-free treatment of low-value shipments from China (Federal Register notice). De minimis amendments for Canada and Mexico later arrive on March 2.,6.5,21.2,30.7,3,China,"[AMENDMENT TO DUTIES ADDRESSING THE SYNTHETIC OPIOID SUPPLY CHAIN IN THE PEOPLE’S REPUBLIC OF CHINA](https://www.whitehouse.gov/presidential-actions/2025/02/amendment-to-duties-addressing-the-synthetic-opioid-supply-chain-in-the-peoples-republic-of-china/)
[Amendment to Duties Addressing the Synthetic Opioid Supply Chain in the People's Republic of China](https://www.federalregister.gov/documents/2025/02/11/2025-02512/amendment-to-duties-addressing-the-synthetic-opioid-supply-chain-in-the-peoples-republic-of-china)
[Amendment to Duties to Address the Flow of Illicit Drugs across our Northern Border](https://www.whitehouse.gov/presidential-actions/2025/03/amendment-to-duties-to-address-the-flow-of-illicit-drugs-across-our-northern-border/)
[Amendment to Duties to Address the Situation at our Southern Border](https://www.whitehouse.gov/presidential-actions/2025/03/amendment-to-duties-to-address-the-situation-at-our-southern-border/)",765385,801398,698748,50.3
2025-02-06 00:00:00,,6.5,21.2,30.7,3,,,765385,801398,698748,50.3
2025-02-07 00:00:00,US Section 201 tariffs reduced on solar panels in eighth year of policy,6.5,21.2,30.7,3,,,765385,801398,698748,50.3
2025-02-08 00:00:00,,6.5,21.2,30.7,3,,,765385,801398,698748,50.3
2025-02-09 00:00:00,,6.5,21.2,30.7,3,,,765385,801398,698748,50.3
2025-02-10 00:00:00,"Tariffs on steel and aluminum: Trump issues one proclamation imposing 25 percent import tariffs on steel and a separate proclamation imposing 25 percent tariffs on aluminum as of March 12, 2025, adjusting the Section 232 tariffs on those metals first imposed in March 2018. (The aluminum proclamation is dated February 11. See also: White House fact sheet, Steel Federal Register notice, Aluminum Federal Register notice). Hear more on steel and aluminum on Trade Talks.
China’s tariff retaliation goes into effect: In response to the additional US tariffs of February 4, China’s announcedretaliatory tariffs of February 4 go into effect.",6.5,21.9,30.7,3,"World
China","[Adjusting Imports of Steel into The United States](https://www.whitehouse.gov/presidential-actions/2025/02/adjusting-imports-of-steel-into-the-united-states/)
[Adjusting Imports of Steel into The United States](https://www.whitehouse.gov/presidential-actions/2025/02/adjusting-imports-of-steel-into-the-united-states/)
[Fact Sheet: President Donald J. Trump Restores Section 232 Tariffs](https://www.whitehouse.gov/fact-sheets/2025/02/fact-sheet-president-donald-j-trump-restores-section-232-tariffs/)
[Adjusting Imports of Steel Into the United States](https://www.federalregister.gov/documents/2025/02/18/2025-02833/adjusting-imports-of-steel-into-the-united-states)
[Adjusting Imports of Aluminum Into the United States](https://www.federalregister.gov/documents/2025/02/18/2025-02832/adjusting-imports-of-aluminum-into-the-united-states)
[Trump’s steel and aluminum tariffs are back (Episode 202)](https://tradetalkspodcast.com/podcast/202-trumps-steel-and-aluminum-tariffs-are-back/)
[国务院关税税则委员会关于对原产于美国的 部分进口商品加征关税的公告](https://www.mof.gov.cn/zhengwuxinxi/caizhengxinwen/202502/t20250204_3955222.htm)",765385,801398,698748,50.3
2025-02-11 00:00:00,,6.5,21.9,30.7,3,,,765385,801398,698748,50.3
2025-02-12 00:00:00,,6.5,21.9,30.7,3,,,765385,801398,698748,50.3
2025-02-13 00:00:00,"Reciprocal Trade and Tariffs Memorandum: The White House releases a memorandum, fact sheet, and statement defining the problem and outlining the Trump administration’s plan to counter nonreciprocal trading arrangements.",6.5,21.9,30.7,3,World,"[Reciprocal Trade and Tariffs](https://www.whitehouse.gov/articles/2025/02/reciprocal-trade-and-tariffs/)
[Fact Sheet: President Donald J. Trump Announces “Fair and Reciprocal Plan” on Trade](https://www.whitehouse.gov/fact-sheets/2025/02/fact-sheet-president-donald-j-trump-announces-fair-and-reciprocal-plan-on-trade/)
[President Trump Demands Fair, Reciprocal Trade](https://www.whitehouse.gov/articles/2025/02/president-trump-demands-fair-reciprocal-trade/)",765385,801398,698748,50.3
2025-02-14 00:00:00,,6.5,21.9,30.7,3,,,765385,801398,698748,50.3
2025-02-15 00:00:00,,6.5,21.9,30.7,3,,,765385,801398,698748,50.3
2025-02-16 00:00:00,,6.5,21.9,30.7,3,,,765385,801398,698748,50.3
2025-02-17 00:00:00,,6.5,21.9,30.7,3,,,765385,801398,698748,50.3
2025-02-18 00:00:00,,6.5,21.9,30.7,3,,,765385,801398,698748,50.3
2025-02-19 00:00:00,,6.5,21.9,30.7,3,,,765385,801398,698748,50.3
2025-02-20 00:00:00,,6.5,21.9,30.7,3,,,765385,801398,698748,50.3
2025-02-21 00:00:00,"Defending American Companies and Innovators From Overseas Extortion and Unfair Fines and Penalties Memorandum: The White House releases a memorandum and fact sheet articulating concerns with foreign treatment of US digital companies, especially by the European Union, and requesting the US Trade Representative to re-examine any digital services taxes (DSTs) of Austria, France, Italy, Spain, Turkey, and the United Kingdom under Section 301 of the Trade Act of 1974 and consider a formal USMCA dispute against Canada.
America First Investment Policy Memorandum: The White House releases a memorandum and fact sheet on the administration’s policy toward inbound foreign direct investment, especially from adversaries such as China, that includea “fast track” policy for investment from specified partners and allies.",6.5,21.9,30.7,3,"Austria
China","[Defending American Companies and Innovators From Overseas Extortion and Unfair Fines and Penalties](https://www.whitehouse.gov/presidential-actions/2025/02/defending-american-companies-and-innovators-from-overseas-extortion-and-unfair-fines-and-penalties/)
[Fact Sheet: President Donald J. Trump Issues Directive to Prevent the Unfair Exploitation of American Innovation](https://www.whitehouse.gov/fact-sheets/2025/02/fact-sheet-president-donald-j-trump-issues-directive-to-prevent-the-unfair-exploitation-of-american-innovation/)
[Defending American Companies and Innovators From Overseas Extortion and Unfair Fines and Penalties](https://www.federalregister.gov/documents/2025/02/26/2025-03188/defending-american-companies-and-innovators-from-overseas-extortion-and-unfair-fines-and-penalties)
[America First Investment Policy](https://www.whitehouse.gov/presidential-actions/2025/02/america-first-investment-policy/)
[Fact Sheet: President Donald J. Trump Encourages Foreign Investment While Protecting National Security](https://www.whitehouse.gov/fact-sheets/2025/02/fact-sheet-president-donald-j-trump-encourages-foreign-investment-while-protecting-national-security/)",765385,801398,698748,50.3
2025-02-22 00:00:00,,6.5,21.9,30.7,3,,,765385,801398,698748,50.3
2025-02-23 00:00:00,,6.5,21.9,30.7,3,,,765385,801398,698748,50.3
2025-02-24 00:00:00,,6.5,21.9,30.7,3,,,765385,801398,698748,50.3
2025-02-25 00:00:00,Copper imports as a national security threat: The White House issues a fact sheet and executive order requesting the Department of Commerce conduct an investigation into whether imports of copper pose a threat to US national security under Section 232 of the Trade Expansion Act of 1962. (Federal Register notice),6.5,21.9,30.7,3,World,"[Fact Sheet: President Donald J. Trump Addresses the Threat to National Security from Imports of Copper](https://www.whitehouse.gov/fact-sheets/2025/02/fact-sheet-president-donald-j-trump-addresses-the-threat-to-national-security-from-imports-of-copper/)
[ADDRESSING THE THREAT TO NATIONAL SECURITY FROM IMPORTS OF COPPER](https://www.whitehouse.gov/presidential-actions/2025/02/addressing-the-threat-to-nationalsecurity-from-imports-of-copper/)
[Copper Statistics and Information](https://www.usgs.gov/centers/national-minerals-information-center/copper-statistics-and-information)
[Addressing the Threat to National Security From Imports of Copper](https://www.federalregister.gov/documents/2025/02/28/2025-03439/addressing-the-threat-to-national-security-from-imports-of-copper)",765385,801398,698748,50.3
2025-02-26 00:00:00,,6.5,21.9,30.7,3,,,765385,801398,698748,50.3
2025-02-27 00:00:00,,6.5,21.9,30.7,3,,,765385,801398,698748,50.3
2025-02-28 00:00:00,,6.5,21.9,30.7,3,,,765385,801398,698748,50.3
2025-03-01 00:00:00,"Timber and lumber imports as a national security threat: The White House issues an executive order requesting the Department of Commerce conduct an investigation into whether imports of timber and lumber pose a threat to US national security under Section 232 of the Trade Expansion Act of 1962. In a separate executive order, the White House direct the Department of Interior and Department of Agriculture to issue new regulatory guidance for expanded domestic timber production.",6.5,21.9,30.7,3,World,"[Addressing The Threat To National Security from Imports of Timber, Lumber](https://www.whitehouse.gov/presidential-actions/2025/03/addressing-the-threat-to-national-security-from-imports-of-timber-lumber/)
[Immediate Expansion of American Timber Production](https://www.whitehouse.gov/presidential-actions/2025/03/immediate-expansion-of-american-timber-production/)
[Immediate Expansion of American Timber Production](https://www.federalregister.gov/documents/2025/03/06/2025-03695/immediate-expansion-of-american-timber-production)",817457,778406,782958,49
2025-03-02 00:00:00,,6.5,21.9,30.7,3,,,817457,778406,782958,49
2025-03-03 00:00:00,,6.5,21.9,30.7,3,,,817457,778406,782958,49
2025-03-04 00:00:00,"China retaliates: Tariffs on US farm exports, export controls, sanctions, antidumping investigation, and more: In response to the additional US tariffs of March 4, China announces new tariffs will go into effect on March 10 on US farm exports, including soybeans, chicken, wheat, corn, and cotton products, as well as sorghum, pork, beef, seafood, fruits, vegetables, and dairy products. China also announces an antidumping investigation into US optical-fiber products, 10 US companies being added to the unreliable entity list, 15 companies facing export controls, and a ban on imports of Illumina's gene sequencers.
Canada retaliates on US farm exports and more: Canada announces plans to retaliate by imposing 25 percent tariffs on C$155 billion worth of imported goods from the United States. Going into immediate effect are tariffs on goods worth C$30 billion, including orange juice, peanut butter, wine, spirits, beer, coffee, appliances, apparel, footwear, motorcycles, cosmetics, and certain pulp and paper products.
Higher tariffs go into effect on China: The White House issues an executive order amending the executive order of February 1 by raising the new tariffs on all imports from China from 10 percent to 20 percent.
US tariffs go into effect on Mexico: The White House issues a fact sheet announcing that President Trump is ending the 30-day pause on the February 1 executive order by imposing 25 percent tariffs on all imports from Mexico.
US tariffs go into effect on Canada: The White House issues a fact sheet announcing that President Trump is ending the 30-day pause on the February 1 executive order by imposing 10 percent tariffs on imports of Canadian oil and energy products and 25 percent tariffs on the remainder of imports from Canada.",6.5,21.9,40.7,3,"China
Canada
China
Mexico
Canada","[国务院关税税则委员会关于对原产于美国的部分进口商品加征关税的公告](https://gss.mof.gov.cn/gzdt/zhengcefabu/202503/t20250304_3959228.htm)
[商务部公告2025年第14号 公布对原产于美国的进口相关截止波长位移单模光纤发起反规避调查](https://www.mofcom.gov.cn/zwgk/zcfb/art/2025/art_d94b0155ebb547609e748b23a94b8139.html)
[不可靠实体清单工作机制关于将特科姆公司等10家美国企业列入不可靠实体清单的公告](https://www.mofcom.gov.cn/zcfb/zc/art/2025/art_e6c07d5fe93d428e9e1e83de15afa38f.html)
[商务部公告2025年第13号 公布将15家美国实体列入出口管制管控名单](https://www.mofcom.gov.cn/zwgk/zcfb/art/2025/art_e1ea9512b1f84dc6b1a17f703fa4cf56.html)
[不可靠实体清单工作机制关于对美国因美纳公司采取不可靠实体清单处理措施的公告](https://www.mofcom.gov.cn/zcfb/zc/art/2025/art_d2a21bc03ccf487bae4b413a52d9f260.html)
[Canada announces robust tariff package in response to unjustified U.S. tariffs](https://www.canada.ca/en/department-finance/news/2025/03/canada-announces-robust-tariff-package-in-response-to-unjustified-us-tariffs.html)
[List of products from the United States subject to 25 per cent tariffs effective March 4, 2025](https://www.canada.ca/en/department-finance/news/2025/03/list-of-products-from-the-united-states-subject-to-25-per-cent-tariffs-effective-march-4-2025.html)
[FURTHER AMENDMENT TO DUTIES ADDRESSING THE SYNTHETIC OPIOID SUPPLY CHAIN IN THE PEOPLE’S REPUBLIC OF CHINA](https://www.whitehouse.gov/presidential-actions/2025/03/further-amendment-to-duties-addressing-the-synthetic-opioid-supply-chain-in-the-peoples-republic-of-china/)
[Further Amended Notice of Implementation of Additional Duties on Products of the People's Republic of China Pursuant to the President's Executive Order 14195, Imposing Duties To Address the Synthetic Opioid Supply Chain in the People's Republic of China](https://www.federalregister.gov/documents/2025/03/06/2025-03677/further-amended-notice-of-implementation-of-additional-duties-on-products-of-the-peoples-republic-of)
[Fact Sheet: President Donald J. Trump Proceeds with Tariffs on Imports from Canada and Mexico](https://www.whitehouse.gov/fact-sheets/2025/03/fact-sheet-president-donald-j-trump-proceeds-with-tariffs-on-imports-from-canada-and-mexico/)
[Fact Sheet: President Donald J. Trump Proceeds with Tariffs on Imports from Canada and Mexico](https://www.whitehouse.gov/fact-sheets/2025/03/fact-sheet-president-donald-j-trump-proceeds-with-tariffs-on-imports-from-canada-and-mexico/)",817457,778406,782958,49
2025-03-05 00:00:00,,6.5,21.9,40.7,3,,,817457,778406,782958,49
2025-03-06 00:00:00,"US exempts imports from Mexico satisfying USMCA rules of origin requirements: The White House issues a fact sheet and executive order amending the March 4 tariffs to exempt imports from Mexico satisfying USMCA rules of origin requirements and to lower the tariff on potash to 10 percent.
US exempts imports from Canada satisfying USMCA rules of origin requirements: The White House issues a fact sheet and executive order amending the March 4 tariffs to exempt imports from Canada satisfying USMCA rules of origin requirements and to lower the tariff on potash to 10 percent.",6.5,21.9,40.7,3,"Mexico
Canada","[Fact Sheet: President Donald J. Trump Adjusts Tariffs on Canada and Mexico to Minimize Disruption to the Automotive Industry](https://www.whitehouse.gov/fact-sheets/2025/03/fact-sheet-president-donald-j-trump-adjusts-tariffs-on-canada-and-mexico-to-minimize-disruption-to-the-automotive-industry/)
[AMENDMENT TO DUTIES TO ADDRESS THE FLOW OF ILLICIT DRUGS ACROSS OUR SOUTHERN BORDER](https://www.whitehouse.gov/presidential-actions/2025/03/amendment-to-duties-to-address-the-flow-of-illicit-drugs-across-our-southern-border/)
[Notice of Implementation of Additional Duties on Products of Mexico Pursuant to the President's Executive Order 14194, Imposing Duties To Address the Situation at Our Southern Border](https://www.federalregister.gov/documents/2025/03/06/2025-03665/notice-of-implementation-of-additional-duties-on-products-of-mexico-pursuant-to-the-presidents)
[Amendment to Notice of Implementation of Additional Duties on Products of Mexico Pursuant to the President's Executive Order 14194, Imposing Duties To Address the Situation at Our Southern Border](https://www.federalregister.gov/documents/2025/03/11/2025-03900/amendment-to-notice-of-implementation-of-additional-duties-on-products-of-mexico-pursuant-to-the)
[Fact Sheet: President Donald J. Trump Adjusts Tariffs on Canada and Mexico to Minimize Disruption to the Automotive Industry](https://www.whitehouse.gov/fact-sheets/2025/03/fact-sheet-president-donald-j-trump-adjusts-tariffs-on-canada-and-mexico-to-minimize-disruption-to-the-automotive-industry/)
[AMENDMENT TO DUTIES TO ADDRESS THE FLOW OF ILLICIT DRUGS ACROSS OUR NORTHERN BORDER](https://www.whitehouse.gov/presidential-actions/2025/03/amendment-to-duties-to-address-the-flow-of-illicit-drugs-across-our-northern-border-0c3c/)
[Notice of Implementation of Additional Duties on Products of Canada Pursuant to the President's Executive Order 14193, Imposing Duties To Address the Flow of Illicit Drugs Across Our Northern Border](https://www.federalregister.gov/documents/2025/03/06/2025-03664/notice-of-implementation-of-additional-duties-on-products-of-canada-pursuant-to-the-presidents)
[Amendment to Duties To Address the Flow of Illicit Drugs Across Our Northern Border](https://www.federalregister.gov/documents/2025/03/11/2025-03990/amendment-to-duties-to-address-the-flow-of-illicit-drugs-across-our-northern-border)",817457,778406,782958,49
2025-03-07 00:00:00,,6.5,21.9,40.7,3,,,817457,778406,782958,49
2025-03-08 00:00:00,,6.5,21.9,40.7,3,,,817457,778406,782958,49
2025-03-09 00:00:00,,6.5,21.9,40.7,3,,,817457,778406,782958,49
2025-03-10 00:00:00,"China’s tariff retaliation goes into effect: In response to the additional US tariffs of March 4, China’s announced retaliatory tariffs of March 4 go into effect.",6.5,22.6,40.7,3,China,[国务院关税税则委员会关于对原产于美国的部分进口商品加征关税的公告](https://gss.mof.gov.cn/gzdt/zhengcefabu/202503/t20250304_3959228.htm),817457,778406,782958,49
2025-03-11 00:00:00,,6.5,22.6,40.7,3,,,817457,778406,782958,49
